developer,id,release_date,title,Action,Adventure,Casual,Education,Indie,RPG,Racing,Simulation,Sports,Strategy,year
Ubisoft - San Francisco,390390,2015-11-24,Rocksmith® 2014 – The Black Keys - “Lonely Boy”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390391,2015-11-24,Rocksmith® 2014 – The Black Keys - “Little Black Submarines”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390392,2015-11-24,Rocksmith® 2014 – The Black Keys - “Howlin’ For You”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390394,2015-11-24,Rocksmith® 2014 – The Black Keys - “Thickfreakness”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390393,2015-11-24,Rocksmith® 2014 – The Black Keys - “Your Touch”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390395,2015-11-24,Rocksmith® 2014 – The Black Keys Song Pack II,0,0,1,0,0,0,0,1,0,0,2015
HA Studio Ltd.,420210,2015-11-24,KRUM - Edge Of Darkness,1,1,0,0,1,1,0,0,0,0,2015
AMPLITUDE Studios,407200,2015-11-24,Dungeon of the Endless™ - Rescue Team Add-on,0,1,0,0,1,1,0,0,0,1,2015
Nikola Kostic,418580,2015-11-24,Albert and Otto - Original Soundtrack,0,0,0,0,1,0,0,0,0,0,2015
Markus Döbele,420920,2015-11-24,Lost Labyrinth Extended Version,0,1,1,0,1,1,0,0,0,0,2015
AMPLITUDE Studios,407210,2015-11-24,Dungeon of the Endless™ - Organic Matters Update,0,1,0,0,1,1,0,0,0,1,2015
Slightly Mad Studios,334782,2015-11-24,Project CARS - Classic Lotus Track Expansion,0,0,0,0,0,0,1,1,1,0,2015
Rocksteady Studios,401630,2015-11-24,Batman™: Arkham Knight - Catwoman's Revenge,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401625,2015-11-24,Batman™: Arkham Knight - Crime Fighter Challenge Pack #4,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401632,2015-11-24,Batman™: Arkham Knight - WayneTech Track Pack,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401633,2015-11-24,Batman™: Arkham Knight - A Flip of a Coin,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,405031,2015-11-24,Batman™: Arkham Knight - Riddler Themed Batmobile Skin,1,1,0,0,0,0,0,0,0,0,2015
VisualArts/Key,324160,2015-11-23,CLANNAD,0,1,1,0,0,0,0,0,0,0,2015
Rocksteady Studios,401631,2015-11-24,Batman™: Arkham Knight - Robin and Batmobile Skins Pack,1,1,0,0,0,0,0,0,0,0,2015
"Pilgrim Adventures,GrabTheGames Studios",420740,2015-11-23,The Deed,0,1,0,0,0,1,0,0,0,0,2015
Eddy Games,385310,2015-11-23,The Land Of Lamia,0,1,0,0,1,0,0,0,0,0,2015
WayForward,350210,2015-11-23,Mighty Switch Force! Academy,1,0,0,0,1,0,0,0,0,1,2015
Abraham Carreola,412730,2015-11-23,Days Under Custody,0,1,0,0,1,0,0,0,0,0,2015
Magic Pants,342530,2015-11-23,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,1,0,1,0,1,0,0,0,0,0,2015
Lab Zero Games,421830,2015-11-23,Indivisible Prototype Demo,1,0,0,0,1,1,0,0,0,0,2015
Very Simple Idea Studios,418910,2015-11-23,Idle Civilization,0,0,0,0,1,1,0,1,0,1,2015
Alawar Entertainment,416310,2013-08-21,Goblin Defenders: Steel‘n’ Wood,0,1,1,0,0,0,0,0,0,1,2013
Studio Saizensen,384700,2015-11-24,Umihara Kawase Shun: Steam Edition,1,0,0,0,1,0,0,0,0,0,2015
Patrick God,365090,2015-11-24,Super Snow Fight,1,0,0,0,1,0,0,0,0,0,2015
"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles",388030,2015-11-20,ABD - Legacy Edition,0,0,0,0,1,0,0,0,0,1,2015
"Ben 'Yahtzee' Croshaw,Collected Worlds",403700,2015-11-20,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,1,0,0,0,0,0,0,0,0,0,2015
Snapshot Games Inc.,419060,2015-10-26,Chaos Reborn Demo,0,0,0,0,1,0,0,0,0,1,2015
Atomicom Limited,359060,2015-11-20,Switch Galaxy Ultra,1,0,0,0,1,0,1,0,0,0,2015
Atomicom Limited,381191,2015-11-20,Switch Galaxy Ultra Music Pack 1,1,0,0,0,1,0,1,0,0,0,2015
Electroplasmatic Games,411050,2015-10-16,Freedom Poopie - Original Soundtrack,0,0,0,0,1,0,0,0,0,0,2015
Electroplasmatic Games,400130,2015-10-16,Freedom Poopie,0,0,0,0,1,0,0,0,0,0,2015
Anuman Interactive,420000,2015-01-30,Home Design 3D,0,0,0,0,0,0,0,1,0,0,2015
Hosted Games,421630,2015-11-20,A Study in Steampunk: Choice by Gaslight,0,0,0,0,1,1,0,0,0,0,2015
Hosted Games,421640,2015-11-20,A Study in Steampunk: Choice by Gaslight Demo,0,0,0,0,1,1,0,0,0,0,2015
Handelabra Games Inc.,410480,2015-11-20,Sentinels of the Multiverse - Mini-Pack 2,0,0,0,0,1,0,0,0,0,1,2015
Reality Pump Studios,386280,2015-11-20,Vendetta - Curse of Raven's Cry,1,0,0,0,1,1,0,0,0,0,2015
EGCL,400380,2015-11-20,Tactical Soccer The New Season,0,0,0,0,1,0,0,1,1,1,2015
Kyle Seeley,417860,2015-11-20,Emily is Away,0,1,1,0,1,0,0,1,0,0,2015
Autotivity Entertainment,334830,2015-11-20,Entropy Rising,1,0,0,0,1,0,0,0,0,0,2015
Ink Stains Games,410110,2015-11-20,12 is Better Than 6,1,0,0,0,1,0,0,0,0,0,2015
"Berserk Games,Stonemaier Games",417300,2015-11-20,Tabletop Simulator - Euphoria: Build a Better Dystopia,0,0,1,0,1,1,0,1,0,1,2015
Bundle Of Sticks Studios,412250,2018-03-01,Empires Of Creation,1,0,0,0,1,0,0,1,0,0,2018
Silver Cow Studio,420950,2015-11-20,Time Tenshi,0,1,0,0,1,0,0,1,0,0,2015
Wolverine Studios,413460,2015-11-20,Draft Day Sports College Basketball 3,0,0,0,0,0,0,0,1,1,1,2015
"Vermont Software Studios,LLC",298220,2014-05-07,Terraformer Expedition to Mars,0,0,0,0,1,0,0,1,0,0,2014
Overcloud9,386130,2015-11-20,Arevan - Official Guide,0,1,1,0,1,1,0,0,0,0,2015
Kazakov Oleg,387930,2015-11-19,The Tape,0,0,0,0,1,0,0,0,0,0,2015
BANDAI NAMCO Studio Inc.,382470,2015-10-19,Tales of Zestiria - Additional Chapter: Alisha's Story,0,0,0,0,0,1,0,0,0,0,2015
Squiddershins,418840,2015-11-19,Tick Tock Isle Demo,0,1,1,0,1,0,0,0,0,0,2015
Squiddershins,418440,2015-11-19,Tick Tock Isle,0,1,1,0,1,0,0,0,0,0,2015
Rising Sun Interactive,383240,2015-11-20,Angels That Kill,0,1,1,0,1,0,0,0,0,0,2015
Solanimus Inc.,380210,2015-11-20,Signal to Noise,1,0,0,0,1,0,0,0,0,0,2015
Studio Namaapa,401290,2015-11-19,Nusakana,0,1,0,0,1,1,0,0,0,0,2015
Ben 'Yahtzee' Croshaw,403830,2015-11-20,The Consuming Shadow,0,1,0,0,0,0,0,0,0,0,2015
MuHa Games,378720,2015-11-20,Thea: The Awakening,0,0,0,0,1,1,0,0,0,1,2015
b-alive gmbh,338630,2010-03-19,Wildlife Camp,0,0,1,0,1,0,0,1,0,0,2010
CreativeForge Games,307670,2015-11-18,Hard West,0,1,0,0,1,1,0,0,0,1,2015
Kisareth Studios,418310,2015-11-20,Chronicles of a Dark Lord: Rhapsody Clash,0,0,1,0,1,1,0,0,0,0,2015
Mommy's Best Games,408150,2015-11-18,Shoot 1UP - Soundtrack,1,0,0,0,1,0,0,0,0,0,2015
"Yunus Ayyildiz,Sho Ohhira",418040,2015-11-18,hocus,0,0,1,0,1,0,0,0,0,0,2015
Mommy's Best Games,408160,2015-11-18,Weapon of Choice - Soundtrack,1,0,0,0,1,0,0,0,0,0,2015
Webfoot Games,397420,2015-11-18,Hoyle Official Card Games,0,0,1,0,0,0,0,0,0,0,2015
8Floor,396850,2015-11-18,Chronicles of the Witches and Warlocks,0,1,1,0,0,0,0,0,0,0,2015
Daybreak Game Company,420390,2015-11-18,EverQuest : The Broken Mirror,0,0,0,0,0,1,0,0,0,0,2015
Rionix,416320,2015-09-30,Rescue Team 5,0,1,1,0,0,0,0,0,0,1,2015
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407470,2015-11-18,Assassin's Creed Syndicate - Steampunk Pack,1,1,0,0,0,0,0,0,0,0,2015
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407472,2015-11-18,Assassin's Creed Syndicate - Steampunk Outfit for Evie,1,1,0,0,0,0,0,0,0,0,2015
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407471,2015-11-18,Assassin's Creed Syndicate - Victorian Legends pack,1,1,0,0,0,0,0,0,0,0,2015
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",368500,2015-11-18,Assassin's Creed® Syndicate,1,1,0,0,0,0,0,0,0,0,2015
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",407473,2015-11-18,Assassin's Creed Syndicate - Victorian Legends Outfit for Jacob,1,1,0,0,0,0,0,0,0,0,2015
Wetgenes,388540,2015-11-19,Dr. Bulbaceous,0,0,1,0,1,0,0,0,0,0,2015
Dovetail Games,325989,2015-11-19,"Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On",0,0,0,0,0,0,0,1,0,0,2015
NorbSoftDev,369390,2015-11-19,Scourge of War: Waterloo,0,0,0,0,0,0,0,1,0,1,2015
LifeSpark Entertainment,400600,2015-11-19,Rack N Ruin - Soundtrack,1,1,0,0,1,1,0,0,0,0,2015
dark made games,416160,2015-11-19,Heresy,0,0,0,0,1,1,0,0,0,1,2015
Hydro Games,329040,2015-11-19,Dungeon Kingdom: Sign of the Moon,1,1,0,0,1,1,0,0,0,0,2015
Sapphire Dragon Productions,420250,2015-11-19,True Lover's Knot Soundtrack,0,0,1,0,0,0,0,1,0,0,2015
Days of Wonder,350270,2015-11-19,Ticket to Ride - India,0,0,1,0,1,0,0,0,0,1,2015
DEADFACTORY,415950,2015-11-17,Yohjo Simulator,1,1,1,0,1,0,0,1,0,0,2015
Daybreak Game Company,420410,2015-11-17,EverQuest II : Terrors of Thalumbra,0,0,0,0,0,1,0,0,0,0,2015
Cuveet Story,415400,2015-11-17,Cross Set,0,0,1,0,1,0,0,0,0,0,2015
Tongsun,417420,2015-11-17,LeftWay Demo,0,1,0,0,1,0,0,0,0,0,2015
"peakvox,O-TWO inc.",346730,2015-11-18,GOCCO OF WAR,1,0,1,0,1,0,0,0,0,0,2015
Dharker Studio,398100,2015-11-18,Highschool Romance,0,0,1,0,1,0,0,0,0,0,2015
Virtual Racing Industries Ltd.,419980,2015-11-18,VRC PRO Electric 1:8 Buggy,1,0,1,0,1,0,1,1,1,0,2015
Crytek,412940,2015-11-18,Back to Dinosaur Island,0,1,0,0,0,0,0,1,0,0,2015
Virtavia,379243,2015-11-18,FSX: Steam Edition - Grumman EA-6B Prowler Add-On,0,0,0,0,0,0,0,1,0,0,2015
VisualTech48,418000,2016-03-30,Demented,0,0,0,0,1,0,0,0,0,0,2016
Virtavia,379242,2015-11-18,FSX: Steam Edition - Grumman A-6E Intruder Add-On,0,0,0,0,0,0,0,1,0,0,2015
10tons Ltd,394290,2015-11-18,Tennis in the Face,1,0,1,0,1,0,0,0,1,0,2015
Pixeljam,394220,2015-11-18,Last Horizon,1,0,0,0,1,0,0,0,0,0,2015
"Delirium Studios,pequeño salto mortal",411590,2015-11-16,The Rivers of Alice - Extended Version,0,1,0,0,1,0,0,0,0,0,2015
Endless Loop Studios,419660,2015-11-16,Thank You: The Game 2,1,0,0,0,1,0,0,0,0,1,2015
Endless Loop Studios,331720,2015-11-16,Survivor Squad: Gauntlets,1,0,0,0,1,0,0,0,0,1,2015
Eagle Dynamics SA,316961,2015-11-16,Black Shark 2: Republic Campaign,0,0,0,0,0,0,0,1,0,0,2015
Boogygames Studios,389160,2015-11-16,Shadow Ninja: Apocalypse,1,1,1,0,1,0,0,0,0,1,2015
Boogygames Studios,420050,2015-11-14,Shadow Ninja: Endless Runner,1,1,1,0,1,0,0,0,0,1,2015
"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",333300,2015-11-16,ADOM (Ancient Domains Of Mystery),0,1,0,0,1,1,0,0,0,1,2015
Room710Games,415870,2015-11-16,Statues Demo,1,0,0,0,1,0,0,0,0,0,2015
Phyrnna,419290,2015-11-16,Epic Battle Fantasy 4 - Soundtrack,0,1,0,0,0,1,0,0,0,0,2015
"Elias Viglione,Jussi Kukkonen",385511,2015-11-16,Hero Siege - Wrath of Mevius (Digital Collector's Edition),1,1,0,0,1,1,0,0,0,0,2015
"Elias Viglione,Jussi Kukkonen",385510,2015-11-16,Hero Siege - Wrath of Mevius,1,1,0,0,1,1,0,0,0,0,2015
Chainsawesome Games,294000,2015-11-16,Knight Squad,1,0,0,0,1,0,0,0,0,0,2015
Chainsawesome Games,414780,2015-11-16,Knight Squad - Extra Chivalrous,1,0,0,0,1,0,0,0,0,0,2015
Jay-Run,416390,2015-11-16,Magnetron,1,0,0,0,1,0,0,0,0,0,2015
Nooskewl,420240,2015-11-16,Monster RPG 1,0,0,0,0,1,1,0,0,0,0,2015
"Team NINJA,KOEI TECMO GAMES CO., LTD.",403351,2015-11-16,SCHOOLGIRL STRIKERS Mashup Set,1,0,0,0,0,0,0,0,0,0,2015
Charyb Games,338530,2015-07-01,Trouble In The Manor,1,0,1,0,1,0,0,0,0,0,2015
Nomad Games,267785,2015-11-17,Talisman - Character Pack #12 - Jester,0,0,0,0,1,1,0,0,0,1,2015
Nomad Games,267786,2015-11-17,Talisman - Character Pack #13 - Goblin Shaman,0,0,0,0,1,1,0,0,0,1,2015
Light Vision Interactive,386640,2015-11-17,Affected Zone Tactics,0,0,0,0,0,0,0,0,0,1,2015
Light Vision Interactive,410460,2015-11-17,Ammunition Pack,0,0,0,0,0,0,0,0,0,1,2015
Mommy's Best Games,408140,2015-11-13,Explosionade - Soundtrack,1,0,0,0,1,0,0,0,0,0,2015
Winnie Song,404400,2015-11-13,BADBLOOD,0,0,1,0,1,0,0,0,1,0,2015
Is Future Bright,391180,2015-11-13,Ladra,1,1,0,0,1,0,0,0,0,0,2015
Qute,409480,2015-11-13,ESCHATOS - Arranged Sound Track,1,0,0,0,0,0,0,0,0,0,2015
"Sphere, Inc.",410550,1989-01-01,Tank: M1A1 Abrams Battle Simulation,0,0,0,0,0,0,0,1,0,0,1989
TNT Team,376750,1999-03-15,World War II GI,1,0,0,0,0,0,0,0,0,0,1999
Warfare Studios,370710,2015-11-13,Last Heroes,0,1,1,0,1,1,0,0,0,0,2015
Jardel Elias,415980,2015-11-15,Quatro Luzes,0,1,0,0,1,0,0,0,0,0,2015
07th Expansion,410890,2015-11-13,Higurashi When They Cry Hou - Ch.2 Watanagashi,0,1,0,0,0,0,0,0,0,0,2015
Illwinter Game Design,403950,2015-11-16,Conquest of Elysium 4,0,0,0,0,1,0,0,0,0,1,2015
Daylight Studios,391860,2015-11-13,Holy Potatoes! A Weapon Shop?! - Spud Tales: Journey to Olympus,0,0,0,0,1,0,0,1,0,0,2015
Third Millenium Software,410540,1993-01-01,Starlord,1,0,0,0,0,0,0,1,0,0,1993
Hajime Doujin Circle,408000,2015-11-16,Cinderella Escape! R12,0,0,0,0,1,0,0,0,0,0,2015
Studio Pixel,407070,2015-11-11,Kero Rhythm,0,0,0,0,1,0,0,0,0,0,2015
ANPA.US,408100,2015-11-13,Dinosaur Hunt - Stegosaurus Expansion Pack,1,1,0,0,1,0,0,1,0,0,2015
Anima Locus,418960,2015-11-11,Catorize,1,1,1,0,1,0,0,0,0,0,2015
ViewApp,345680,2015-11-12,OMSI 2 Add-on Vienna 1 - Line 24A,0,0,0,0,0,0,0,1,0,0,2015
HeroCraft Krasnodar,338120,2015-11-12,Marble Duel,0,0,1,0,1,0,0,0,0,0,2015
ViewApp,345681,2015-11-12,OMSI 2 Add-on Vienna 2 - Line 23A,0,0,0,0,0,0,0,1,0,0,2015
Dragon's Games,417520,2015-11-12,Mad Nords: Probably an Epic Quest Demo,0,1,0,0,1,1,0,0,0,0,2015
Romantic Railroads,325972,2015-11-12,Train Simulator: DR BR 24 Loco Add-On,0,0,0,0,0,0,0,1,0,0,2015
Valhalla Cats,409100,2015-11-12,The Purring Quest,0,0,0,0,1,0,0,0,0,0,2015
Dark Day Interactive,414210,2015-11-11,GASP - Life on Mars,1,0,1,0,1,0,0,1,0,1,2015
On Target Simulations,411470,2015-11-12,Flashpoint Campaigns: Germany Reforged,0,0,0,0,0,0,0,1,0,1,2015
ICE Entertainment,390670,2015-11-12,Steel Ocean,0,0,0,0,0,0,0,1,0,0,2015
VooFoo Studios,395900,2015-11-12,Backgammon Blitz,0,0,1,0,0,0,0,0,0,0,2015
ASTRO PORT,404100,2015-11-12,STEEL STRIDER,1,0,0,0,1,0,0,0,0,0,2015
Studio 397,365960,2013-03-28,rFactor 2,0,0,0,0,0,0,1,1,1,0,2013
Studio 397,400330,2013-03-28,rFactor 2 Demo,0,0,0,0,0,0,1,1,1,0,2013
GameIndica Entertainment,414500,2015-11-12,Caribbean Odyssey,1,1,1,0,1,0,0,0,0,0,2015
Klei Entertainment,376980,2015-11-12,"Invisible, Inc. Contingency Plan",1,0,0,0,1,0,0,0,0,1,2015
Klei Entertainment,370650,2015-11-12,"Invisible, Inc. Soundtrack",1,0,0,0,1,0,0,0,0,1,2015
"CAVE Interactive CO.,LTD.",377860,2015-11-12,Mushihimesama,1,0,0,0,0,0,0,0,0,0,2015
Vasara Entertainment,418080,2015-11-10,Stardust Galaxy Warriors - Soundtrack,1,1,0,0,1,0,0,0,0,0,2015
Dreamloop Games,389650,2015-11-10,Stardust Galaxy Warriors: Stellar Climax,1,1,0,0,1,0,0,0,0,0,2015
Arcade Zone,412380,1994-04-01,Legend (1994),1,0,0,0,0,0,0,0,0,0,1994
Zepetto Co.,382850,2015-11-10,Piercing Blow,1,0,0,0,0,0,0,0,0,0,2015
Fastline Simulation,326017,2015-11-11,TS Marketplace: HSA Scrap Wagons,0,0,0,0,0,0,0,1,0,0,2015
"Relic Entertainment,THQ Nordic",324680,2003-01-07,Impossible Creatures Steam Edition,0,0,0,0,0,0,0,0,0,1,2003
Shumkov Dmitriy,409510,2015-11-05,Genesis Online,1,0,0,0,0,0,0,0,0,0,2015
Tomasz Wacławek,411100,2015-11-10,RONIN - Special Edition Upgrade,1,0,0,0,1,0,0,0,0,0,2015
Fastline Simulation,326018,2015-11-11,TS Marketplace: RNA Barrier Wagons,0,0,0,0,0,0,0,1,0,0,2015
"KOEI TECMO GAMES CO., LTD.",410750,2015-11-11,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version - my GAMECITY GCコインシリアル,0,0,0,0,0,0,0,0,0,1,2015
"KOEI TECMO GAMES CO., LTD.",406570,2015-11-11,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version - GAMECITYオンラインユーザー登録シリアル,0,0,0,0,0,0,0,0,0,1,2015
"KOEI TECMO GAMES CO., LTD.",370730,2015-11-11,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,0,0,0,0,0,0,0,0,0,1,2015
"Space Cat Studios,SnowFlame,Back To Basics Gaming",418070,2015-11-09,Turbo Pug,0,0,1,0,1,0,0,0,0,0,2015
Curse Box Studios,416290,2015-11-09,Bleeding Border,1,0,0,0,1,0,0,0,0,0,2015
Unwonted Studios,416130,2015-10-31,Written in the Sky,1,1,0,0,1,0,0,1,0,0,2015
Cateia Games,413470,2015-11-09,Where Angels Cry: Tears of the Fallen (Collector's Edition),0,1,0,0,0,0,0,0,0,0,2015
Bethesda Game Studios,377160,2015-11-09,Fallout 4,0,0,0,0,0,1,0,0,0,0,2015
First Class Simulations,379559,2015-11-09,FSX: Steam Edition - Discover Australia and New Zealand Add-On,0,0,0,0,0,0,0,1,0,0,2015
Julian Glander,404150,2015-11-10,Lovely Weather We're Having,0,0,1,0,1,1,0,1,0,0,2015
Ankama Studio,401450,2015-11-10,Krosmaster - Water Element Pack,0,0,0,0,0,0,0,0,0,1,2015
BANDAI NAMCO Studio Inc.,382467,2015-11-10,Tales of Zestiria - Evangelion Costume Set,0,0,0,0,0,1,0,0,0,0,2015
Hajime Doujin Circle,408010,2015-11-16,Cinderella Escape! R12 Demo,0,0,0,0,1,0,0,0,0,0,2015
Prologue Games,372310,2015-11-06,Act 2 Soundtrack,0,1,0,0,1,0,0,0,0,0,2015
Hitcents,403180,2015-11-06,Draw a Stickman: EPIC 2,0,1,1,0,1,0,0,0,0,0,2015
Kilted Camel,374830,2015-11-06,Defend The Highlands,0,0,0,0,1,0,0,0,0,1,2015
Liquid Dragon Studios,416080,2015-11-06,The Odyssey: Winds of Athena,1,1,0,0,1,0,0,1,0,1,2015
Digital Media Workshop,270230,2015-11-06,Prominence,0,1,1,0,1,0,0,0,0,0,2015
Aldorlea Games,409180,2015-11-06,Girlfriend Rescue - Deluxe Contents,0,0,0,0,1,1,0,0,0,1,2015
Eko Software,340700,2015-11-09,Aqua Panic !,0,0,1,0,1,0,0,0,0,0,2015
Eko Software,346261,2015-11-09,Aqua Panic! - Heaven Pack,0,0,1,0,1,0,0,0,0,0,2015
Eko Software,346260,2015-11-09,Aqua Panic! - Inferno Pack,0,0,1,0,1,0,0,0,0,0,2015
InvertMouse,398980,2015-11-09,Without Within 2,0,0,0,0,1,0,0,0,0,0,2015
InvertMouse,399021,2015-11-09,Without Within 2 - Digital artbook,0,0,0,0,1,0,0,0,0,0,2015
Lazy Turtle Games,397960,2014-02-18,Mystery Expedition: Prisoners of Ice,0,1,1,0,0,0,0,0,0,0,2014
LuGus Studios,410340,2015-11-09,Liftoff,0,0,0,0,1,0,1,1,1,0,2015
AltImage Games,374420,2015-11-09,Questria: Rise of the Robot Skullfaces,1,1,0,0,1,0,0,0,0,0,2015
Finalboss game studio,355020,2015-11-06,Bomb The Monsters!,1,1,1,0,0,0,0,0,0,1,2015
Retro Army Limited,385360,2015-11-06,Super Trench Attack 2,0,0,0,0,1,0,0,0,0,1,2015
Little Green Men Games,411420,2015-11-06,Starpoint Gemini 2: Titans,1,0,0,0,0,1,0,1,0,0,2015
SCS Software,388472,2015-11-09,Euro Truck Simulator 2 - Japanese Paint Jobs Pack,0,0,0,0,1,0,0,1,0,0,2015
Dinosaur Polo Club,287980,2015-11-06,Mini Metro,0,0,0,0,1,0,0,1,0,1,2015
Choice of Games,416640,2015-11-06,Diabolical,0,0,0,0,1,1,0,0,0,0,2015
Choice of Games,416650,2015-11-06,Diabolical Demo,0,0,0,0,1,1,0,0,0,0,2015
"Jetdogs Studios,CorePunch Gamestudio",409380,2015-11-06,Among the Heavens,0,0,1,0,0,0,0,1,0,0,2015
InvertMouse,399020,2015-11-09,Without Within 2 - Original soundtrack,0,0,0,0,1,0,0,0,0,0,2015
Thrill Pill Games,416170,2015-11-06,HotLead,1,1,0,0,0,0,0,0,0,0,2015
FireFly Studios,349231,2015-11-06,Stronghold Crusader 2: The Jackal and The Khan,0,0,0,0,0,0,0,1,0,1,2015
Overhead Games,409254,2015-11-05,ePic Character Generator - Season #2: Male Modern,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409251,2015-11-05,ePic Character Generator - Season #2: Female Pirate,0,0,0,0,0,0,0,0,0,0,2015
Dovetail Games,325979,2015-11-05,Train Simulator: BR Class 24 Loco Add-On,0,0,0,0,0,0,0,1,0,0,2015
"Flashback Games,The Lordz Games Studio",405520,2015-11-05,"Warhammer 40,000 : Armageddon - Ork Hunters",0,0,0,0,0,0,0,0,0,1,2015
Cooply Solutions,374990,2015-11-05,Orc Slayer,1,0,0,0,0,0,0,0,0,0,2015
Logic Artists,290530,2015-11-05,Clandestine,1,0,0,0,1,0,0,0,0,0,2015
Totem Games,414260,2015-11-05,Ironclads 2: American Civil War,0,0,0,0,0,0,0,1,0,1,2015
Ivanovich Games,416350,2015-11-05,MiniBikers,0,0,0,0,1,0,1,0,1,0,2015
Aterdux Entertainment,416750,2015-11-05,Legends of Eisenwald: Road to Iron Forest,0,1,0,0,1,1,0,0,0,1,2015
Aterdux Entertainment,417160,2015-11-05,Legends of Eisenwald Season Pass,0,1,0,0,1,1,0,0,0,1,2015
Overhead Games,409252,2015-11-05,ePic Character Generator - Season #2: Female Sorcerer,0,0,0,0,0,0,0,0,0,0,2015
LookAtMyGame,398530,2015-11-05,Ghost Cleaner,0,0,1,0,1,0,0,0,0,0,2015
Overhead Games,409256,2015-11-05,ePic Character Generator - Season #2: Male Supernatural,0,0,0,0,0,0,0,0,0,0,2015
"Precision Games, LLC",401170,2015-11-05,Birth of Shadows®,1,0,0,0,1,1,0,0,0,1,2015
"Precision Games, LLC",410030,2015-11-05,Birth of Shadows Demo,1,0,0,0,1,1,0,0,0,1,2015
Artifice Studio,288260,2015-11-05,Conflicks - Revolutionary Space Battles,1,0,1,0,1,0,0,0,0,1,2015
"Pirozhok Studio,Vitaliy Ruzankin",417230,2015-11-05,Life is Hard OST,0,1,0,0,1,0,0,1,0,1,2015
Sunward Games,399890,2015-11-05,The Secret Order 2: Masked Intent,0,1,1,0,0,0,0,0,0,0,2015
"SkyBox Labs,Forgotten Empires",355950,2015-11-05,Age of Empires II HD: The African Kingdoms,0,0,0,0,0,0,0,0,0,1,2015
Overhead Games,408930,2015-11-05,ePic Character Generator,0,0,0,0,0,0,0,0,0,0,2015
"Gunfire Games,Vigil Games,THQ Nordic",388410,2015-11-05,Darksiders II Deathinitive Edition,1,1,0,0,0,1,0,0,0,0,2015
"Gunfire Games,Vigil Games,THQ Nordic",417380,2015-11-05,Darksiders II Deathinitive Edition Soundtrack,1,1,0,0,0,1,0,0,0,0,2015
Dreamatrix,316370,2015-11-05,Wave of Darkness,1,0,0,0,1,1,0,0,0,0,2015
Infogrames,389470,1993-01-01,Call of Cthulhu: Shadow of the Comet,0,1,0,0,0,0,0,0,0,0,1993
Landfall,375600,2015-06-02,Air Brawl,1,0,0,0,1,0,0,0,0,0,2015
Infogrames,359620,1995-01-01,Call of Cthulhu: Prisoner of Ice,0,1,0,0,0,0,0,0,0,0,1995
Exordium Games,405650,2015-11-05,Zero Reflex : Black Eye Edition,1,0,0,0,1,0,0,0,0,0,2015
Realore,416340,2015-11-05,Viking Saga: New World,0,1,1,0,0,0,0,1,0,1,2015
Overhead Games,409650,2015-11-05,ePic Character Generator - Season #2: Muscular Barbarian,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409253,2015-11-05,ePic Character Generator - Season #2: Male Adventurer,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409651,2015-11-05,ePic Character Generator - Season #2: Muscular Supernatural,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409241,2015-11-05,ePic Character Generator - Season #2: Female Drow Spellcaster,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409250,2015-11-05,ePic Character Generator - Season #2: Female Modern #1,0,0,0,0,0,0,0,0,0,0,2015
